participant,group,order,session,step,num_1,num_2,num_3,truth,feedback,accuracy,resptime,attention,attentiontime,anxiety,anxietytime,task
12350632,rl,1,formal,29.0,26.0,18.0,5.0,0.0,1.0,1.0,7.17573094367981,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,30.0,97.0,62.0,7.0,1.0,0.0,1.0,9.044278621673584,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,32.0,43.0,25.0,3.0,1.0,0.0,1.0,8.432424068450928,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,33.0,38.0,14.0,3.0,1.0,0.0,0.0,9.364321947097778,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,34.0,55.0,37.0,6.0,1.0,0.0,1.0,6.614344358444214,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,36.0,83.0,51.0,8.0,1.0,0.0,1.0,9.163972854614258,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,38.0,57.0,26.0,6.0,0.0,1.0,1.0,8.800591230392456,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,42.0,46.0,26.0,4.0,1.0,1.0,1.0,5.131618976593018,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,44.0,45.0,25.0,4.0,1.0,1.0,1.0,6.7438437938690186,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,45.0,49.0,19.0,4.0,0.0,0.0,1.0,7.487059116363525,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,46.0,93.0,53.0,7.0,0.0,1.0,1.0,6.994199991226196,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,47.0,85.0,68.0,4.0,0.0,0.0,1.0,8.445876121520996,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,48.0,22.0,17.0,3.0,0.0,0.0,1.0,6.482090950012207,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,49.0,56.0,39.0,5.0,0.0,0.0,1.0,6.543489933013916,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,50.0,29.0,18.0,9.0,0.0,1.0,1.0,6.265699148178101,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,51.0,87.0,54.0,8.0,0.0,0.0,1.0,9.910698175430298,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,52.0,89.0,59.0,3.0,1.0,0.0,1.0,4.269381046295166,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,53.0,85.0,71.0,3.0,0.0,0.0,1.0,8.581620931625366,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,55.0,28.0,13.0,5.0,1.0,1.0,1.0,9.754499197006226,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,56.0,68.0,43.0,8.0,0.0,1.0,1.0,9.177180290222168,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,57.0,59.0,29.0,3.0,1.0,1.0,1.0,4.496023654937744,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,58.0,61.0,38.0,5.0,0.0,1.0,1.0,8.864375114440918,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,59.0,88.0,68.0,4.0,1.0,1.0,1.0,4.311244010925293,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,60.0,92.0,62.0,3.0,1.0,1.0,1.0,7.715008974075317,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,62.0,26.0,16.0,6.0,0.0,0.0,1.0,4.077249050140381,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,63.0,38.0,29.0,9.0,1.0,0.0,1.0,7.7049548625946045,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,65.0,63.0,55.0,7.0,0.0,1.0,1.0,6.82164192199707,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,72.0,76.0,61.0,5.0,1.0,1.0,1.0,8.250136137008667,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,73.0,85.0,58.0,9.0,1.0,0.0,1.0,8.552175045013428,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,74.0,42.0,15.0,3.0,1.0,1.0,1.0,9.0680570602417,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,75.0,29.0,11.0,4.0,0.0,0.0,1.0,9.441597938537598,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,76.0,28.0,15.0,5.0,0.0,0.0,1.0,8.030565023422241,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,78.0,37.0,25.0,4.0,1.0,1.0,1.0,5.211349010467529,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,79.0,23.0,12.0,9.0,0.0,0.0,0.0,8.765751123428345,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,82.0,96.0,35.0,9.0,0.0,0.0,1.0,7.876461982727051,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,84.0,77.0,62.0,7.0,0.0,1.0,1.0,9.533652782440186,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,85.0,23.0,14.0,3.0,1.0,1.0,1.0,5.8873209953308105,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,88.0,22.0,15.0,5.0,0.0,1.0,1.0,8.561151027679443,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,89.0,29.0,11.0,7.0,0.0,0.0,1.0,9.632657289505005,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,90.0,56.0,34.0,9.0,0.0,1.0,1.0,5.417065858840942,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,93.0,96.0,88.0,4.0,1.0,0.0,1.0,5.949888944625855,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,94.0,28.0,16.0,4.0,1.0,1.0,1.0,8.166204929351807,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,95.0,57.0,22.0,7.0,1.0,0.0,1.0,9.349668979644775,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,98.0,35.0,24.0,4.0,0.0,1.0,1.0,7.216461181640625,4.0,9.812237024307253,5.0,9.361934900283812,0.0
12350632,rl,1,formal,102.0,46.0,14.0,8.0,1.0,0.0,1.0,7.742584943771362,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,103.0,57.0,18.0,8.0,0.0,0.0,1.0,9.216354131698608,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,104.0,43.0,22.0,7.0,1.0,0.0,1.0,6.425564765930176,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,105.0,36.0,24.0,6.0,1.0,0.0,1.0,7.803390026092529,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,106.0,75.0,55.0,8.0,0.0,0.0,1.0,4.605791330337524,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,109.0,64.0,34.0,3.0,1.0,0.0,1.0,5.414667129516602,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,110.0,72.0,56.0,4.0,1.0,0.0,1.0,8.831792116165161,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,111.0,21.0,15.0,5.0,0.0,0.0,1.0,6.975929975509644,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,112.0,76.0,52.0,8.0,1.0,0.0,1.0,8.1064612865448,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,115.0,65.0,46.0,6.0,0.0,0.0,1.0,9.174258947372437,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,116.0,58.0,31.0,9.0,1.0,0.0,1.0,9.285636901855469,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,117.0,27.0,19.0,5.0,0.0,0.0,1.0,7.416974067687988,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,118.0,83.0,64.0,3.0,0.0,0.0,1.0,7.217628002166748,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,120.0,35.0,14.0,8.0,0.0,0.0,1.0,8.421990156173706,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,125.0,52.0,31.0,3.0,1.0,0.0,1.0,6.335917234420776,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,126.0,88.0,25.0,5.0,0.0,0.0,1.0,9.541335105895996,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,127.0,55.0,15.0,8.0,1.0,0.0,1.0,8.364388704299927,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,128.0,55.0,43.0,4.0,1.0,0.0,1.0,7.694272994995117,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,129.0,76.0,54.0,7.0,0.0,0.0,1.0,8.688202857971191,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,132.0,45.0,19.0,4.0,0.0,0.0,1.0,9.56413984298706,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,134.0,29.0,16.0,5.0,0.0,0.0,1.0,9.578986167907717,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,137.0,48.0,26.0,7.0,0.0,0.0,1.0,9.60198712348938,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,138.0,33.0,24.0,3.0,1.0,0.0,1.0,6.033465147018433,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,140.0,29.0,12.0,3.0,0.0,0.0,1.0,8.845628023147583,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,142.0,57.0,38.0,3.0,0.0,0.0,1.0,6.861598014831543,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,143.0,82.0,62.0,5.0,1.0,0.0,1.0,5.446775913238525,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,146.0,52.0,35.0,9.0,0.0,0.0,1.0,8.583032846450806,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,148.0,23.0,19.0,9.0,0.0,0.0,1.0,7.664885997772217,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,150.0,87.0,66.0,6.0,0.0,0.0,1.0,7.788780212402344,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,151.0,68.0,59.0,9.0,1.0,0.0,1.0,6.959066152572632,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,153.0,96.0,89.0,7.0,1.0,0.0,1.0,6.134843111038208,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,154.0,69.0,44.0,5.0,1.0,0.0,1.0,9.628798007965088,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,155.0,48.0,39.0,3.0,1.0,0.0,1.0,4.82866907119751,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,156.0,95.0,74.0,4.0,0.0,0.0,1.0,6.594054937362671,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,157.0,91.0,83.0,5.0,0.0,0.0,1.0,6.571650981903076,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,158.0,45.0,15.0,3.0,1.0,0.0,1.0,6.563678026199341,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,159.0,89.0,53.0,3.0,1.0,0.0,1.0,8.697723865509033,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,160.0,65.0,47.0,9.0,1.0,0.0,1.0,9.685762882232666,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,162.0,23.0,13.0,5.0,1.0,0.0,1.0,3.911740779876709,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,165.0,47.0,29.0,9.0,1.0,0.0,1.0,6.048626184463501,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,166.0,52.0,36.0,8.0,1.0,0.0,1.0,8.375973224639893,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,167.0,36.0,21.0,5.0,1.0,0.0,1.0,7.923324823379517,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,168.0,36.0,23.0,7.0,0.0,0.0,1.0,6.564143896102905,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,172.0,59.0,19.0,5.0,1.0,0.0,1.0,8.45543098449707,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,173.0,33.0,13.0,8.0,0.0,0.0,1.0,5.848466873168945,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,176.0,39.0,19.0,8.0,0.0,0.0,1.0,9.352996110916138,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,177.0,45.0,28.0,8.0,0.0,0.0,1.0,7.904866933822632,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,178.0,27.0,17.0,8.0,0.0,0.0,1.0,5.6263580322265625,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,179.0,99.0,55.0,4.0,1.0,0.0,1.0,9.96153974533081,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,181.0,99.0,45.0,3.0,1.0,0.0,1.0,9.48932409286499,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,182.0,97.0,64.0,8.0,0.0,0.0,1.0,9.97839093208313,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,187.0,28.0,15.0,8.0,0.0,0.0,1.0,7.866865873336792,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,188.0,43.0,29.0,3.0,0.0,0.0,1.0,9.942441940307615,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,192.0,32.0,14.0,9.0,1.0,0.0,0.0,5.753767251968384,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,193.0,38.0,13.0,5.0,1.0,0.0,1.0,8.243060111999512,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,194.0,66.0,33.0,8.0,0.0,0.0,1.0,7.093961954116821,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,195.0,46.0,22.0,8.0,1.0,0.0,1.0,7.779322862625122,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,196.0,36.0,16.0,5.0,1.0,0.0,1.0,5.181046009063721,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,197.0,51.0,47.0,9.0,0.0,0.0,1.0,6.993152856826782,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,198.0,59.0,33.0,4.0,0.0,0.0,1.0,8.250791072845459,6.0,15.615420818328856,3.0,5.331450939178467,1.0
12350632,rl,1,formal,200.0,61.0,34.0,3.0,1.0,0.0,1.0,9.042262077331545,6.0,15.615420818328856,3.0,5.331450939178467,1.0
13360478,random,0,calib,1.0,89.0,71.0,9.0,1.0,0.0,1.0,5.000329971313477,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,2.0,91.0,81.0,9.0,0.0,0.0,1.0,5.515913963317871,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,3.0,36.0,13.0,7.0,0.0,0.0,1.0,5.094741821289063,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,4.0,34.0,22.0,4.0,1.0,0.0,1.0,6.803684711456299,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,5.0,86.0,16.0,4.0,0.0,0.0,1.0,5.494056940078735,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,6.0,45.0,27.0,3.0,1.0,0.0,1.0,6.22967004776001,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,7.0,75.0,13.0,9.0,0.0,0.0,1.0,7.410565853118896,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,8.0,71.0,41.0,3.0,1.0,0.0,1.0,5.836692810058594,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,9.0,48.0,33.0,3.0,1.0,0.0,1.0,7.328291177749634,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,calib,10.0,34.0,25.0,3.0,1.0,0.0,1.0,5.344470024108887,-1.0,-1.0,-1.0,-1.0,-1.0
13360478,random,0,formal,1.0,72.0,24.0,3.0,1.0,0.0,1.0,6.403120756149292,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,2.0,96.0,12.0,6.0,1.0,0.0,1.0,5.336344003677368,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,3.0,52.0,29.0,6.0,0.0,0.0,1.0,6.485652923583984,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,4.0,63.0,11.0,7.0,0.0,0.0,1.0,6.651317119598389,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,5.0,49.0,16.0,9.0,0.0,0.0,1.0,5.820326805114746,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,6.0,77.0,43.0,9.0,0.0,0.0,1.0,6.220458030700684,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,7.0,63.0,39.0,3.0,1.0,0.0,1.0,5.576585054397583,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,8.0,48.0,25.0,9.0,0.0,0.0,1.0,6.108958959579468,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,9.0,56.0,32.0,8.0,1.0,0.0,1.0,5.233110189437866,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,10.0,94.0,67.0,3.0,1.0,0.0,1.0,5.79425311088562,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,11.0,52.0,39.0,8.0,0.0,0.0,1.0,5.334771156311035,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,12.0,52.0,16.0,7.0,0.0,0.0,1.0,6.501699686050415,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,13.0,97.0,79.0,3.0,1.0,0.0,1.0,5.589665651321411,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,14.0,88.0,27.0,9.0,0.0,0.0,1.0,6.757710695266724,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,15.0,65.0,29.0,6.0,1.0,0.0,1.0,5.020936965942383,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,16.0,96.0,72.0,8.0,1.0,0.0,1.0,5.8676698207855225,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,17.0,79.0,62.0,9.0,0.0,0.0,1.0,3.8397819995880127,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,18.0,31.0,16.0,7.0,0.0,0.0,1.0,4.729857921600342,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,19.0,51.0,43.0,6.0,0.0,0.0,1.0,4.778804779052734,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,20.0,39.0,24.0,3.0,1.0,0.0,1.0,4.096415042877197,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,21.0,37.0,15.0,5.0,0.0,0.0,1.0,4.395302057266235,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,22.0,87.0,78.0,9.0,1.0,0.0,1.0,4.856955051422119,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,23.0,83.0,52.0,5.0,0.0,0.0,1.0,4.557884216308594,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,24.0,42.0,22.0,3.0,0.0,0.0,1.0,3.93742609024048,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,25.0,35.0,12.0,3.0,0.0,0.0,1.0,3.969165086746216,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,26.0,21.0,14.0,3.0,0.0,0.0,1.0,3.877708196640015,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,27.0,28.0,15.0,8.0,0.0,0.0,1.0,5.5778138637542725,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,28.0,37.0,25.0,3.0,1.0,0.0,1.0,7.69811487197876,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,29.0,61.0,41.0,5.0,1.0,0.0,1.0,4.522654294967651,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,30.0,81.0,21.0,6.0,1.0,0.0,1.0,8.453353881835938,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,31.0,87.0,24.0,4.0,0.0,0.0,1.0,6.133836030960083,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,32.0,45.0,39.0,4.0,0.0,0.0,1.0,3.745757818222046,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,33.0,47.0,29.0,9.0,1.0,0.0,1.0,7.024679183959961,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,34.0,92.0,64.0,7.0,1.0,0.0,1.0,3.769012928009033,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,35.0,37.0,28.0,3.0,1.0,0.0,1.0,3.7492642402648926,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,36.0,93.0,18.0,7.0,0.0,0.0,1.0,5.36428689956665,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,37.0,49.0,35.0,9.0,0.0,0.0,1.0,3.7328929901123047,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,38.0,59.0,49.0,5.0,1.0,0.0,1.0,3.880911111831665,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,39.0,49.0,16.0,3.0,1.0,0.0,1.0,5.545032978057861,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,40.0,63.0,23.0,7.0,0.0,0.0,1.0,4.6133668422698975,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,41.0,73.0,29.0,4.0,1.0,0.0,1.0,3.8641068935394287,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,42.0,54.0,43.0,4.0,0.0,0.0,1.0,4.551017999649048,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,43.0,38.0,13.0,6.0,0.0,0.0,1.0,3.6879570484161377,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,44.0,85.0,21.0,4.0,1.0,0.0,1.0,5.493276834487915,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,45.0,31.0,17.0,9.0,0.0,0.0,1.0,3.80859899520874,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,46.0,88.0,16.0,6.0,1.0,0.0,1.0,5.512444972991943,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,47.0,65.0,34.0,6.0,0.0,0.0,1.0,5.001211881637573,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,48.0,53.0,19.0,8.0,0.0,0.0,1.0,4.505115985870361,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,49.0,92.0,66.0,9.0,0.0,0.0,1.0,6.162546873092651,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
13360478,random,0,formal,50.0,83.0,18.0,6.0,0.0,0.0,1.0,5.045921087265015,7.0,4.2903430461883545,2.0,4.1734490394592285,0.0
